,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
607,583,1,-0.75,-0.75,0.85,2,1,1,0.619059086,0
613,0,0,0.0,0.0,0.0,0,0,0,0.0,0
614,590,1,-0.75,-0.75,0.85,2,1,1,0.377613783,0
618,0,0,0.0,0.0,0.0,0,0,0,0.0,0
619,595,1,0.75,-0.75,0.058382673,2,1,1,0.661422253,0
621,597,1,0.75,0.75,0.058382673,2,0,1,0.499814749,0
622,0,0,0.0,0.0,0.0,0,0,0,0.0,0
623,599,0,-0.75,0.75,0.099749555,2,1,2,0.765226841,0
626,570,1,0.75,0.75,0.034170945,2,0,1,0.49525094,0
628,594,1,-0.75,0.75,0.058382673,2,0,1,0.388075829,0
631,602,1,0.75,0.75,0.85,2,1,2,0.662045717,0
632,603,-1,0.75,0.75,0.170426826,2,0,1,1.454473972,0
634,605,1,-0.75,0.75,0.291182282,2,1,2,0.383898497,0
635,606,1,0.75,-0.75,0.02,2,1,1,0.432908058,0
636,607,1,-0.75,0.75,0.497498683,2,1,2,0.969274521,0
637,608,1,-0.75,0.75,0.291182282,2,1,2,0.453386784,0
639,610,0,-0.75,0.75,0.85,2,1,2,0.395200491,0
643,614,-1,0.75,-0.75,0.291182282,2,1,1,0.563740253,0
644,615,0,0.75,0.75,0.02,2,0,1,0.600716114,0
646,617,0,0.75,0.75,0.291182282,2,1,2,0.400129795,0
649,620,-1,-0.75,0.75,0.058382673,2,1,2,0.653575659,0
650,621,1,0.75,-0.75,0.170426826,2,1,1,0.334045887,0
653,624,1,-0.75,0.75,0.034170945,2,1,2,0.398709297,0
655,626,1,-0.75,0.75,0.058382673,2,0,1,0.377566814,0
656,627,1,0.75,0.75,0.058382673,2,0,1,0.496270895,0
658,629,0,0.75,0.75,0.291182282,2,1,2,0.323598385,0
660,631,1,-0.75,-0.75,0.85,2,1,1,0.303007841,0
664,635,1,-0.75,-0.75,0.497498683,2,1,1,0.322918177,0
665,636,1,0.75,-0.75,0.058382673,2,1,1,0.436440706,0
666,637,1,0.75,-0.75,0.058382673,2,0,2,0.511303902,0
667,638,1,-0.75,-0.75,0.497498683,2,1,1,0.314077854,0
673,644,1,0.75,0.75,0.85,2,1,2,0.604038715,0
674,645,0,-0.75,0.75,0.058382673,2,1,2,0.627702713,0
679,650,1,0.75,-0.75,0.291182282,2,1,1,0.753820658,0
680,651,1,0.75,0.75,0.034170945,2,1,2,0.611351967,0
684,655,1,0.75,0.75,0.099749555,2,1,2,1.013697624,0
690,661,-1,-0.75,-0.75,0.497498683,2,0,2,0.632014036,0
691,662,1,-0.75,0.75,0.85,2,1,2,0.47262311,0
692,663,0,-0.75,0.75,0.170426826,2,1,2,0.496342897,0
696,667,1,-0.75,0.75,0.497498683,2,1,2,0.351338148,0
701,672,-1,0.75,-0.75,0.02,2,1,1,0.364179611,0
704,675,0,0.75,-0.75,0.85,2,1,1,0.507096529,0
705,676,-1,-0.75,0.75,0.85,2,1,2,0.881511211,0
708,679,0,-0.75,0.75,0.058382673,2,1,2,0.382102966,0
709,680,1,0.75,0.75,0.02,2,1,2,0.471171856,0
711,682,1,0.75,-0.75,0.099749555,2,1,1,0.90312624,0
712,683,1,0.75,-0.75,0.170426826,2,0,2,0.352109194,0
714,685,-1,-0.75,-0.75,0.85,2,0,2,1.212197781,0
715,686,-1,0.75,0.75,0.099749555,2,1,2,0.6917696,0
717,688,1,0.75,0.75,0.034170945,2,0,1,0.742763042,0
719,690,0,0.75,0.75,0.099749555,2,1,2,0.505979538,0
720,691,1,-0.75,0.75,0.170426826,2,1,2,0.942925692,0
721,692,1,-0.75,-0.75,0.034170945,2,0,2,0.615791559,0
722,693,-1,-0.75,-0.75,0.497498683,2,1,1,0.497866631,0
723,694,0,0.75,0.75,0.034170945,2,0,1,0.574640989,0
725,696,-1,0.75,-0.75,0.058382673,2,1,1,0.539195776,0
726,697,0,-0.75,0.75,0.170426826,2,1,2,0.495687246,0
727,698,1,-0.75,0.75,0.497498683,2,0,1,0.668377161,0
728,699,-1,-0.75,-0.75,0.170426826,2,0,2,0.857249737,0
732,703,0,-0.75,0.75,0.291182282,2,1,2,0.724211216,0
734,705,1,-0.75,-0.75,0.291182282,2,0,2,0.853048086,0
735,706,1,0.75,0.75,0.02,2,1,2,0.544479847,0
736,707,1,-0.75,0.75,0.034170945,2,1,2,0.44473958,0
738,709,1,-0.75,0.75,0.058382673,2,1,2,1.498723507,0
739,710,1,-0.75,0.75,0.034170945,2,1,2,0.493813992,0
740,711,1,-0.75,-0.75,0.099749555,2,1,1,0.508749008,0
742,713,0,0.75,-0.75,0.058382673,2,1,1,0.594931841,0
743,714,1,0.75,-0.75,0.034170945,2,0,2,0.520357132,0
744,715,1,-0.75,0.75,0.291182282,2,1,2,0.59931016,0
745,716,1,-0.75,-0.75,0.497498683,2,1,1,0.40837121,0
746,717,1,0.75,-0.75,0.02,2,1,1,0.331166029,0
747,718,1,0.75,-0.75,0.85,2,0,2,0.593094587,0
750,721,0,0.75,-0.75,0.058382673,2,1,1,2.288792133,0
752,723,0,-0.75,0.75,0.034170945,2,0,1,0.525518417,0
753,724,1,-0.75,-0.75,0.497498683,2,1,1,0.457742691,0
755,726,1,0.75,-0.75,0.291182282,2,1,1,0.467326164,0
761,732,0,0.75,0.75,0.170426826,2,1,2,0.528857946,0
763,734,1,-0.75,0.75,0.058382673,2,1,2,0.588554859,0
765,736,0,0.75,-0.75,0.170426826,2,1,1,0.538495064,0
766,737,1,0.75,0.75,0.099749555,2,1,2,1.103262186,0
770,741,1,-0.75,0.75,0.099749555,2,0,1,0.540910006,0
773,744,0,0.75,-0.75,0.058382673,2,1,1,0.707415581,0
774,745,0,0.75,0.75,0.497498683,2,0,1,0.521420956,0
776,747,1,0.75,-0.75,0.497498683,2,1,1,0.826830387,0
779,750,-1,-0.75,-0.75,0.85,2,1,1,0.517870903,0
781,752,1,0.75,0.75,0.170426826,2,1,2,0.609006882,0
784,755,1,0.75,0.75,0.099749555,2,1,2,0.30082202,0
787,758,1,0.75,-0.75,0.85,2,0,2,0.770979643,0
789,760,1,0.75,0.75,0.058382673,2,0,1,1.028679848,0
797,768,0,-0.75,0.75,0.85,2,1,2,0.493849516,0
798,769,-1,-0.75,0.75,0.099749555,2,1,2,0.561298609,0
799,770,0,-0.75,-0.75,0.099749555,2,0,2,0.460294008,0
800,771,1,-0.75,0.75,0.85,2,1,2,0.88925004,0
801,772,0,0.75,0.75,0.170426826,2,1,2,0.457087994,0
802,773,1,-0.75,-0.75,0.85,2,1,1,0.468492746,0
803,774,1,-0.75,-0.75,0.058382673,2,1,1,0.500859022,0
804,775,0,0.75,-0.75,0.497498683,2,1,1,0.450894833,0
805,776,-1,0.75,-0.75,0.85,2,0,2,0.673200846,0
807,778,-1,-0.75,-0.75,0.02,2,0,2,0.780286074,0
811,782,-1,-0.75,0.75,0.02,2,0,1,0.800385952,0
812,783,1,-0.75,-0.75,0.058382673,2,1,1,2.761676073,0
813,784,-1,0.75,0.75,0.02,2,1,2,0.620074749,0
815,786,1,0.75,0.75,0.099749555,2,0,1,0.557157993,0
816,787,0,-0.75,-0.75,0.034170945,2,1,1,0.533617735,0
817,788,1,0.75,0.75,0.291182282,2,1,2,0.760732889,0
818,789,1,0.75,0.75,0.291182282,2,1,2,0.549736023,0
819,790,1,-0.75,-0.75,0.497498683,2,1,1,0.399936914,0
820,791,1,0.75,0.75,0.099749555,2,1,2,0.46495676,0
821,792,1,0.75,0.75,0.170426826,2,1,2,0.616916418,0
822,0,0,0.0,0.0,0.0,0,0,0,0.0,0
823,794,1,0.75,-0.75,0.85,2,1,1,0.52808094,0
824,795,1,0.75,0.75,0.291182282,2,0,1,0.472931623,0
829,800,1,0.75,0.75,0.291182282,2,0,1,0.45560503,0
835,5,1,-1.0,-1.0,0.02,2,1,1,0.41123414,0
836,6,0,1.0,-1.0,0.058382673,2,1,1,0.467521906,0
840,10,1,1.0,1.0,0.291182282,2,1,2,0.748482943,0
842,12,1,1.0,1.0,0.099749555,2,0,1,0.527968884,0
844,14,1,-1.0,-1.0,0.170426826,2,1,1,0.477223158,0
845,15,-1,-1.0,1.0,0.058382673,2,1,2,0.748180151,0
847,17,0,-1.0,-1.0,0.85,2,0,2,1.10209322,0
849,19,0,-1.0,-1.0,0.497498683,2,0,2,0.610537767,0
852,22,0,1.0,1.0,0.497498683,2,1,2,0.501916409,0
854,24,1,1.0,1.0,0.291182282,2,1,2,0.494459152,0
855,25,-1,1.0,-1.0,0.034170945,2,0,2,0.529480457,0
856,26,0,1.0,-1.0,0.058382673,2,1,1,0.469290733,0
857,27,1,-1.0,-1.0,0.170426826,2,0,2,0.701539993,0
859,29,-1,1.0,1.0,0.034170945,2,0,1,0.443847418,0
860,30,1,-1.0,1.0,0.85,2,1,2,0.771637678,0
863,33,-1,-1.0,1.0,0.02,2,1,2,0.707741261,0
866,36,0,1.0,-1.0,0.034170945,2,0,2,0.455859661,0
868,38,1,1.0,1.0,0.291182282,2,1,2,0.379647255,0
874,44,1,-1.0,1.0,0.02,2,1,2,0.437151194,0
877,47,0,-1.0,-1.0,0.497498683,2,1,1,0.695135355,0
879,49,0,-1.0,-1.0,0.099749555,2,1,1,0.654283285,0
880,50,1,-1.0,1.0,0.170426826,2,1,2,0.462265968,0
881,51,-1,1.0,1.0,0.497498683,2,1,2,0.485161304,0
882,52,1,1.0,1.0,0.034170945,2,1,2,0.587578297,0
883,53,1,1.0,-1.0,0.497498683,2,1,1,0.554248095,0
887,57,-1,1.0,-1.0,0.02,2,1,1,0.47461319,0
893,63,1,-1.0,-1.0,0.099749555,2,1,1,0.292220831,0
894,64,1,-1.0,1.0,0.099749555,2,1,2,0.427896738,0
903,73,1,-1.0,-1.0,0.497498683,2,0,2,0.638410091,0
905,75,-1,-1.0,1.0,0.034170945,2,1,2,0.504253864,0
906,76,1,1.0,-1.0,0.058382673,2,1,1,0.512992859,0
907,77,1,1.0,-1.0,0.02,2,1,1,0.432102919,0
912,0,0,0.0,0.0,0.0,0,0,0,0.0,0
913,83,-1,-1.0,1.0,0.099749555,2,1,2,0.561869144,0
915,85,0,1.0,1.0,0.034170945,2,0,1,0.60892415,0
916,86,1,-1.0,1.0,0.170426826,2,1,2,0.569107533,0
920,90,0,1.0,1.0,0.02,2,1,2,0.537754774,0
921,91,0,1.0,1.0,0.170426826,2,1,2,0.535685778,0
925,95,1,1.0,1.0,0.291182282,2,1,2,0.564097166,0
927,97,0,-1.0,-1.0,0.099749555,2,0,2,0.439733028,0
928,98,0,1.0,-1.0,0.497498683,2,1,1,0.464459419,0
930,100,-1,-1.0,-1.0,0.02,2,0,2,0.436636209,0
931,82,1,1.0,-1.0,0.497498683,2,1,1,0.492316961,0
933,102,1,1.0,-1.0,0.02,2,0,2,0.534550905,0
934,103,0,-1.0,1.0,0.170426826,2,1,2,0.498771429,0
935,104,0,1.0,1.0,0.170426826,2,0,1,0.485972404,0
937,106,0,-1.0,1.0,0.497498683,2,1,2,0.460902214,0
940,109,1,1.0,1.0,0.02,2,1,2,0.516084671,0
941,110,1,1.0,-1.0,0.291182282,2,1,1,0.353747368,0
942,111,1,1.0,-1.0,0.099749555,2,1,1,0.464888573,0
943,112,1,1.0,-1.0,0.497498683,2,0,2,0.480362177,0
944,113,1,1.0,1.0,0.497498683,2,1,2,0.555788755,0
946,115,1,1.0,-1.0,0.170426826,2,0,2,0.368370295,0
948,117,-1,1.0,1.0,0.170426826,2,1,2,0.539583921,0
950,119,1,1.0,-1.0,0.058382673,2,1,1,0.401347876,0
953,122,1,-1.0,1.0,0.291182282,2,0,1,0.388383627,0
956,125,1,1.0,1.0,0.170426826,2,1,2,0.279993057,0
958,127,1,-1.0,-1.0,0.85,2,0,2,0.736362696,0
965,134,-1,-1.0,1.0,0.099749555,2,1,2,0.511031866,0
968,137,1,1.0,1.0,0.034170945,2,1,2,0.622082949,0
970,139,1,-1.0,1.0,0.497498683,2,1,2,0.421912909,0
971,140,1,-1.0,-1.0,0.497498683,2,1,1,0.418929577,0
976,145,1,1.0,1.0,0.099749555,2,1,2,0.297174931,0
978,147,0,1.0,-1.0,0.034170945,2,1,1,0.490124226,0
981,150,1,-1.0,1.0,0.099749555,2,1,2,0.31008935,0
984,153,1,1.0,-1.0,0.497498683,2,1,1,0.369539738,0
985,154,1,1.0,-1.0,0.85,2,1,1,0.553683996,0
987,156,1,-1.0,1.0,0.02,2,0,1,0.874106646,0
988,157,-1,-1.0,1.0,0.291182282,2,1,2,0.501178265,0
992,161,0,1.0,1.0,0.497498683,2,1,2,0.329111814,0
993,162,1,-1.0,-1.0,0.02,2,1,1,0.45167613,0
995,164,-1,1.0,-1.0,0.170426826,2,0,2,0.630950928,0
997,166,1,-1.0,-1.0,0.85,2,1,1,0.364259243,0
998,167,1,-1.0,1.0,0.058382673,2,1,2,0.454083681,0
1002,171,1,1.0,1.0,0.170426826,2,1,2,0.324308395,0
1006,175,0,1.0,-1.0,0.058382673,2,0,2,0.339111805,0
1011,180,1,-1.0,1.0,0.497498683,2,0,1,0.41315794,0
1012,181,1,1.0,-1.0,0.034170945,2,0,2,0.658508301,0
1014,183,1,-1.0,-1.0,0.034170945,2,1,1,0.415861845,0
1016,185,0,1.0,1.0,0.02,2,0,1,0.451205492,0
1017,186,1,-1.0,-1.0,0.058382673,2,0,2,0.46624136,0
1018,187,-1,-1.0,-1.0,0.170426826,2,1,1,0.518932104,0
1019,188,1,-1.0,1.0,0.099749555,2,1,2,0.414260149,0
1020,189,1,1.0,-1.0,0.058382673,2,0,2,0.444918156,0
1021,190,1,1.0,1.0,0.497498683,2,1,2,0.344266891,0
1022,191,-1,-1.0,1.0,0.497498683,2,1,2,0.431482077,0
1026,195,1,-1.0,-1.0,0.058382673,2,1,1,0.363059044,0
1028,197,0,-1.0,-1.0,0.099749555,2,1,1,0.349449396,0
1031,200,1,-1.0,1.0,0.02,2,1,2,0.420524359,0
1033,202,1,1.0,-1.0,0.85,2,0,2,0.494890451,0
1034,203,-1,1.0,-1.0,0.02,2,0,2,0.89579916,0
1036,205,1,-1.0,-1.0,0.02,2,1,1,0.426395655,0
1037,206,1,-1.0,-1.0,0.058382673,2,1,1,0.587335825,0
1038,207,-1,1.0,-1.0,0.85,2,0,2,0.670248032,0
1040,209,1,-1.0,-1.0,0.058382673,2,0,2,0.662121058,0
1041,210,1,1.0,-1.0,0.291182282,2,1,1,0.349265099,0
1042,211,-1,1.0,1.0,0.099749555,2,1,2,0.421653032,0
1043,212,-1,-1.0,-1.0,0.170426826,2,0,2,0.649118185,0
1047,216,-1,1.0,-1.0,0.497498683,2,1,1,0.482396364,0
1049,218,1,1.0,1.0,0.85,2,0,1,1.568906069,0
1051,220,1,1.0,1.0,0.02,2,0,1,0.555915833,0
1053,222,1,-1.0,1.0,0.02,2,0,1,0.452165127,0
1054,223,-1,1.0,1.0,0.02,2,0,1,0.441008091,0
1058,227,1,1.0,-1.0,0.034170945,2,0,2,0.648947001,0
1064,233,-1,1.0,1.0,0.058382673,2,1,2,0.468132019,0
1067,236,1,-1.0,1.0,0.058382673,2,0,1,0.450552225,0
1069,238,1,1.0,1.0,0.497498683,2,1,2,0.7674191,0
1070,239,0,-1.0,1.0,0.497498683,2,1,2,0.444237471,0
1071,240,1,1.0,1.0,0.058382673,2,1,2,0.457544088,0
1072,241,1,1.0,-1.0,0.034170945,2,1,1,0.463812351,0
1073,242,1,1.0,-1.0,0.034170945,2,0,2,0.519620895,0
1074,243,1,1.0,1.0,0.02,2,0,1,0.489435911,0
1076,245,1,1.0,-1.0,0.02,2,1,1,0.267915964,0
1079,248,1,1.0,-1.0,0.170426826,2,1,1,0.458436966,0
1081,250,0,-1.0,-1.0,0.02,2,0,2,0.568786383,0
1084,253,-1,-1.0,1.0,0.170426826,2,1,2,0.561512947,0
1085,254,-1,1.0,-1.0,0.497498683,2,0,2,0.620939732,0
1088,257,1,-1.0,-1.0,0.034170945,2,0,2,0.535499096,0
1090,259,1,1.0,1.0,0.170426826,2,0,1,1.264990091,0
1091,260,-1,1.0,-1.0,0.034170945,2,0,2,0.639525652,0
1095,264,1,1.0,1.0,0.170426826,2,1,2,0.499842644,0
1097,266,0,1.0,-1.0,0.170426826,2,1,1,0.487526178,0
1101,270,1,1.0,1.0,0.034170945,2,0,1,0.420127153,0
1102,271,-1,1.0,1.0,0.85,2,1,2,0.529590607,0
1105,274,-1,-1.0,-1.0,0.291182282,2,0,2,0.966545582,0
1106,275,0,1.0,-1.0,0.099749555,2,0,2,0.842283726,0
1109,278,1,-1.0,1.0,0.291182282,2,1,2,0.432043791,0
1111,280,0,1.0,1.0,0.85,2,1,2,0.436754227,0
1112,281,-1,1.0,-1.0,0.85,2,1,1,0.509501934,0
1115,284,0,1.0,1.0,0.497498683,2,1,2,0.419299126,0
1119,288,1,1.0,-1.0,0.497498683,2,1,1,0.466852188,0
1120,289,1,1.0,-1.0,0.170426826,2,1,1,0.42752099,0
1123,292,-1,-1.0,-1.0,0.291182282,2,1,1,0.603234529,0
1127,296,-1,-1.0,1.0,0.099749555,2,1,2,0.58809042,0
1129,298,1,-1.0,-1.0,0.85,2,1,1,1.571932077,0
1131,300,-1,-1.0,-1.0,0.034170945,2,0,2,0.838430882,0
1132,301,1,-1.0,-1.0,0.034170945,2,0,2,0.53443408,0
1133,302,0,-1.0,1.0,0.099749555,2,1,2,0.621948242,0
1134,303,1,-1.0,1.0,0.02,2,0,1,0.489142895,0
1135,304,-1,-1.0,-1.0,0.034170945,2,0,2,0.556880474,0
1137,306,1,-1.0,-1.0,0.099749555,2,1,1,0.506271124,0
1139,308,0,-1.0,1.0,0.85,2,1,2,0.51177907,0
1140,309,1,-1.0,-1.0,0.02,2,0,2,0.555935144,0
1141,310,1,-1.0,-1.0,0.291182282,2,1,1,0.310192108,0
1142,311,1,1.0,-1.0,0.497498683,2,1,1,0.370438814,0
1143,312,1,1.0,1.0,0.497498683,2,1,2,0.428666115,0
1146,315,1,1.0,-1.0,0.291182282,2,1,1,0.346299887,0
1149,318,1,1.0,-1.0,0.291182282,2,1,1,0.422985315,0
1150,319,1,1.0,1.0,0.291182282,2,1,2,0.568226576,0
1151,320,0,-1.0,-1.0,0.058382673,2,1,1,0.466595888,0
1153,322,1,-1.0,1.0,0.85,2,1,2,0.498207092,0
1154,323,1,-1.0,-1.0,0.02,2,1,1,1.118633747,0
1159,328,1,-1.0,1.0,0.034170945,2,1,2,0.453238964,0
1161,330,0,-1.0,1.0,0.02,2,1,2,0.412512302,0
1162,331,-1,1.0,-1.0,0.058382673,2,0,2,0.469498873,0
1164,333,1,1.0,1.0,0.034170945,2,1,2,0.524992943,0
1167,336,1,-1.0,-1.0,0.497498683,2,1,1,0.407102108,0
1168,337,1,-1.0,-1.0,0.291182282,2,1,1,0.320848942,0
1169,338,0,-1.0,-1.0,0.099749555,2,1,1,0.411318541,0
1171,340,-1,-1.0,1.0,0.170426826,2,1,2,0.552317142,0
1174,343,-1,1.0,1.0,0.85,2,1,2,0.512666225,0
1176,345,1,-1.0,1.0,0.85,2,1,2,0.462396145,0
1177,346,1,1.0,1.0,0.170426826,2,1,2,0.42852211,0
1178,347,1,-1.0,-1.0,0.170426826,2,0,2,0.374373436,0
1183,352,0,-1.0,-1.0,0.058382673,2,1,1,0.322269917,0
1184,353,1,-1.0,1.0,0.170426826,2,1,2,0.813062906,0
1185,354,-1,-1.0,1.0,0.058382673,2,1,2,0.653209925,0
1187,356,1,-1.0,-1.0,0.02,2,1,1,0.383070707,0
1188,357,1,-1.0,1.0,0.170426826,2,1,2,0.360535145,0
1189,358,1,1.0,1.0,0.170426826,2,1,2,0.421255827,0
1190,359,-1,1.0,1.0,0.099749555,2,1,2,0.485781193,0
1192,361,1,1.0,-1.0,0.099749555,2,1,1,0.419069767,0
1194,363,1,-1.0,-1.0,0.85,2,1,1,0.603251219,0
1196,365,0,-1.0,-1.0,0.058382673,2,0,2,0.591555119,0
1198,367,1,1.0,-1.0,0.291182282,2,1,1,0.544706345,0
1199,368,0,-1.0,-1.0,0.170426826,2,1,1,0.47785759,0
1201,370,1,-1.0,-1.0,0.034170945,2,0,2,0.523725033,0
1204,373,1,1.0,1.0,0.099749555,2,1,2,0.310498714,0
1206,375,1,-1.0,1.0,0.291182282,2,1,2,0.440547466,0
1207,376,1,-1.0,-1.0,0.034170945,2,0,2,0.853479147,0
1208,0,0,0.0,0.0,0.0,0,0,0,0.0,0
1209,378,1,-1.0,1.0,0.497498683,2,1,2,0.371038675,0
1210,379,1,-1.0,-1.0,0.85,2,1,1,0.395640135,0
1212,381,-1,-1.0,-1.0,0.85,2,1,1,0.523571014,0
1214,383,1,1.0,-1.0,0.170426826,2,1,1,0.398010015,0
1217,386,1,-1.0,-1.0,0.034170945,2,0,2,0.379765987,0
1218,387,1,1.0,-1.0,0.497498683,2,1,1,0.388017178,0
1220,389,-1,1.0,1.0,0.034170945,2,1,2,0.523518801,0
1222,391,1,1.0,-1.0,0.170426826,2,1,1,0.467453003,0
1224,393,-1,-1.0,1.0,0.170426826,2,1,2,0.534249067,0
1225,394,1,-1.0,-1.0,0.291182282,2,1,1,0.424671173,0
1226,395,1,1.0,1.0,0.02,2,0,1,0.354865789,0
1228,397,1,-1.0,1.0,0.85,2,1,2,0.647884369,0
1233,401,1,-1.0,-1.0,0.85,2,1,1,0.569813967,0
1234,402,1,1.0,1.0,0.099749555,2,1,2,0.332836866,0
1235,403,-1,1.0,-1.0,0.85,2,0,2,0.642623663,0
1236,404,0,1.0,-1.0,0.034170945,2,1,1,0.464777231,0
1240,408,1,-1.0,1.0,0.170426826,2,1,2,0.555403948,0
1242,410,-1,-1.0,1.0,0.02,2,1,2,0.713165998,0
1244,412,0,-1.0,-1.0,0.497498683,2,1,1,0.492036104,0
1246,414,1,-1.0,1.0,0.85,2,1,2,0.486186981,0
1247,415,1,-1.0,-1.0,0.291182282,2,0,2,0.555596113,0
1248,416,1,1.0,1.0,0.099749555,2,1,2,0.517973423,0
1249,417,-1,-1.0,1.0,0.170426826,2,0,1,0.692303896,0
1255,423,1,-1.0,1.0,0.099749555,2,1,2,0.601151943,0
1257,425,1,-1.0,-1.0,0.02,2,0,2,0.562171936,0
1258,426,1,1.0,-1.0,0.85,2,1,1,0.657470226,0
1264,432,1,1.0,-1.0,0.291182282,2,1,1,0.354658365,0
1269,437,1,1.0,-1.0,0.291182282,2,1,1,0.565526724,0
1273,441,1,-1.0,-1.0,0.170426826,2,1,1,0.304429293,0
1276,444,0,1.0,1.0,0.058382673,2,1,2,0.669589996,0
1277,445,0,-1.0,-1.0,0.058382673,2,0,2,0.484724283,0
1278,446,-1,1.0,1.0,0.02,2,0,1,0.531684875,0
1279,447,1,-1.0,1.0,0.058382673,2,0,1,0.506664991,0
1282,450,1,-1.0,1.0,0.291182282,2,1,2,0.525986195,0
1283,451,1,1.0,-1.0,0.170426826,2,1,1,0.484146118,0
1284,452,-1,-1.0,1.0,0.02,2,0,1,0.550812006,0
